2023-06-11 20:33:15,782 INFO    StreamThr :9580 [internal.py:wandb_internal():86] W&B internal server running at pid: 9580, started at: 2023-06-11 20:33:15.782655
2023-06-11 20:33:15,783 DEBUG   HandlerThread:9580 [handler.py:handle_request():144] handle_request: status
2023-06-11 20:33:15,786 INFO    WriterThread:9580 [datastore.py:open_for_write():85] open: /home/qcqced/바탕화면/ML_Test/FeedBackPrize_2/wandb/run-20230611_203315-r5znxhz7/run-r5znxhz7.wandb
2023-06-11 20:33:15,787 DEBUG   SenderThread:9580 [sender.py:send():375] send: header
2023-06-11 20:33:15,803 DEBUG   SenderThread:9580 [sender.py:send():375] send: run
2023-06-11 20:33:16,316 DEBUG   HandlerThread:9580 [handler.py:handle_request():144] handle_request: check_version
2023-06-11 20:33:16,317 INFO    SenderThread:9580 [dir_watcher.py:__init__():219] watching files in: /home/qcqced/바탕화면/ML_Test/FeedBackPrize_2/wandb/run-20230611_203315-r5znxhz7/files
2023-06-11 20:33:16,317 INFO    SenderThread:9580 [sender.py:_start_run_threads():1124] run started: r5znxhz7 with start time 1686483195.78297
2023-06-11 20:33:16,317 DEBUG   SenderThread:9580 [sender.py:send_request():402] send_request: summary_record
2023-06-11 20:33:16,317 INFO    SenderThread:9580 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-06-11 20:33:16,317 DEBUG   SenderThread:9580 [sender.py:send_request():402] send_request: check_version
2023-06-11 20:33:16,363 DEBUG   HandlerThread:9580 [handler.py:handle_request():144] handle_request: run_start
2023-06-11 20:33:16,368 DEBUG   HandlerThread:9580 [system_info.py:__init__():31] System info init
2023-06-11 20:33:16,368 DEBUG   HandlerThread:9580 [system_info.py:__init__():46] System info init done
2023-06-11 20:33:16,368 INFO    HandlerThread:9580 [system_monitor.py:start():181] Starting system monitor
2023-06-11 20:33:16,368 INFO    SystemMonitor:9580 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-06-11 20:33:16,368 INFO    HandlerThread:9580 [system_monitor.py:probe():201] Collecting system info
2023-06-11 20:33:16,369 INFO    SystemMonitor:9580 [interfaces.py:start():190] Started cpu monitoring
2023-06-11 20:33:16,369 INFO    SystemMonitor:9580 [interfaces.py:start():190] Started disk monitoring
2023-06-11 20:33:16,370 INFO    SystemMonitor:9580 [interfaces.py:start():190] Started gpu monitoring
2023-06-11 20:33:16,370 INFO    SystemMonitor:9580 [interfaces.py:start():190] Started memory monitoring
2023-06-11 20:33:16,370 INFO    SystemMonitor:9580 [interfaces.py:start():190] Started network monitoring
2023-06-11 20:33:16,378 DEBUG   HandlerThread:9580 [system_info.py:probe():195] Probing system
2023-06-11 20:33:16,381 DEBUG   HandlerThread:9580 [system_info.py:_probe_git():180] Probing git
2023-06-11 20:33:16,386 DEBUG   HandlerThread:9580 [system_info.py:_probe_git():188] Probing git done
2023-06-11 20:33:16,387 DEBUG   HandlerThread:9580 [system_info.py:probe():240] Probing system done
